cod_modelo_color,cane_height_type,closure_placement,heel_shape_type,knit_structure,length_type,neck_lapel_type,silhouette_type,sleeve_length_type,toecap_type,waist_type,woven_structure
81_1057311,,6,,1,,21,,2,,,
81_1057330,,,,1,3,,,2,,,
81_1057336,,,,1,3,,,2,,,
81_1057382,,,,1,3,,,2,,,
81_1057402,,,,,3,5,,1,,,
81_1057428,,,,1,,,,2,,,
81_1057441,,,,,5,16,20,3,,,
81_1057452,,,,1,3,,,2,,,
81_1057463,,,,,5,,37,,,,
81_1057469,,6,,1,5,,32,2,,,
81_1057476,,6,,1,5,,32,2,,,
81_1057477,,,,,,,,1,,,
81_1057482,,,,,5,,37,,,,
81_1057484,,,,,5,,28,,,2,
81_1057486,,,,,,,,1,,,
81_1057493,,6,,1,5,,32,2,,,
81_1057495,,6,,1,,,,2,,,
81_1057514,,6,,,,7,,2,,,
81_1057534,,6,,1,5,,32,2,,,
81_1057539,,,,,,14,32,4,,,
81_1057545,,,,,,29,37,,,,2
81_1057570,,,,,,29,37,,,,2
81_1057572,,,,,5,,37,,,,
81_1057579,,6,,,,7,,2,,,
81_1057591,,,,,3,,,,,,
81_1057602,,,,,4,,17,,,4,
81_1057603,,,,,3,,20,1,,,
81_1057615,,6,,,,7,,2,,,
81_1057631,,,,,5,,37,,,,
81_1057633,,,,,4,24,37,4,,,
81_1057634,,,,,3,,20,1,,,
81_1057648,,6,,1,,,,2,,,
81_1057649,,6,,1,,,,2,,,
81_1057667,,,,,5,,,,,,
81_1057672,,,,,5,6,32,2,,,
81_1057682,,,,,5,6,32,2,,,
81_1057693,,,,,5,,,,,,
81_1057736,,,,,3,,,2,,,
81_1057758,,,,,8,24,32,2,,,
81_1057787,,,,,5,5,32,2,,,
81_1057790,,,,,,25,34,1,,,
81_1057823,,,,,4,,32,4,,,
81_1057840,,,,,,21,,2,,,
81_1057843,,,,,,6,32,2,,,
81_1057869,,6,,,,,,2,,,
81_1057876,,,,,,6,32,2,,,
81_1057922,,,,,,21,,2,,,
81_1057923,,,,,5,,,,,4,
81_1057925,,,,,,14,32,4,,,
81_1057933,,,,,,21,,2,,,
81_1057993,,,,,,21,,2,,,
81_1057994,,,,,,6,32,1,,,
81_1058000,,,,,5,,37,,,,
81_1058028,,,,,3,,,,,1,
81_1058031,,,,,3,,,,,1,
81_1058070,,,,1,3,,,2,,,
81_1058088,,,,,8,,20,,,1,
81_1058092,,,,,3,,,,,1,
81_1058097,,,,,10,,37,,,,
81_1058109,,6,,1,,10,,2,,,
81_1058159,,6,,1,,,,2,,,
81_1058161,,,,,,29,32,,,,
81_1058184,,,,,5,,9,,,,
81_1058234,,,,,,6,32,2,,,
81_1058255,,,,,,,,2,,,
81_1058257,,,,,8,24,,2,,,
81_1058259,,,,,5,,37,,,,
81_1058280,,,,,10,,34,,,,
81_1058293,,3,,,3,,,3,,,
81_1058294,,,,,10,,34,,,,
81_1058295,,,,,,29,32,,,,2
81_1058350,,,,,5,,32,,,,
81_1058355,,,,,5,,37,,,,
81_1058370,,3,,,3,,,3,,,
81_1058377,,,,,10,,34,,,,
81_1058378,,,,,8,24,32,2,,,
81_1058384,,,,,,6,34,2,,,
81_1058393,,,,,8,24,,2,,,
81_1058407,,,,,,,,,,4,
81_1058448,,,,,10,,34,,,,
81_1058471,,,,,10,,34,,,,
81_1058504,,,,,,16,32,4,,,
81_1058578,,,,,5,24,37,1,,,
81_1058592,,,,,,6,32,1,,,
81_1058598,,,,,,29,37,,,,2
81_1058604,,,,,5,,36,,,4,
81_1058605,,,,,3,6,32,1,,,
81_1058608,,6,,,,,,2,,,
81_1058627,,,,,,,,1,,,
81_1058630,,,,,3,5,37,1,,,
81_1058643,,,,,,29,37,,,,2
81_1058649,,,,,3,,32,,,4,
81_1058650,,,,,3,5,37,1,,,
81_1058662,,,,,5,,36,,,4,
81_1058686,,,,,5,,36,,,4,
81_1058699,,,,,3,5,37,1,,,
81_1058706,,,,,3,,32,,,4,
81_1058713,,,,,,29,37,,,,2
81_1058732,,,,,3,6,37,1,,,
81_1058735,,,,,,6,32,1,,,
81_1058737,,,,,5,24,37,1,,,
81_1058742,,,,,3,,32,,,4,
81_1058768,,,,,5,,36,,,4,
81_1058791,,,,,,29,37,,,,2
81_1058812,,,,,5,,32,,,4,
81_1058817,,,,,,16,32,5,,,
81_1058822,,,,,,26,37,2,,,
81_1058825,,,,,3,,32,2,,,
81_1058828,,,,,,26,37,2,,,
81_1058830,,6,,1,,,,2,,,
81_1058831,,,,,10,,34,,,,
81_1058837,,,,,,6,37,2,,,
81_1058839,,,,,,4,34,2,,,
81_1058848,,,,,,26,34,1,,,
81_1058857,,,,,,,32,,,,
81_1058860,,,,,,26,37,2,,,
81_1058866,,6,,1,,,,2,,,
81_1058867,,,,,8,6,32,1,,,
81_1058868,,,,,,6,37,2,,,
81_1058870,,6,,1,,,,2,,,
81_1058876,,,,,,4,34,2,,,
81_1058883,,,,,3,,32,2,,,
81_1058888,,,,,4,,37,,,,
81_1058891,,6,,1,,,,2,,,
81_1058894,,,,,5,,36,,,3,
81_1058895,,,,,3,,,,,,
81_1058896,,,,,5,,37,1,,,
81_1058903,,6,,1,,,,2,,,
81_1058908,,,,,,26,34,2,,,
81_1058910,,,,,,26,34,1,,,
81_1058913,,,,,,5,32,1,,,
81_1058917,,,,,,24,32,5,,,
81_1058919,,,,,,26,37,2,,,
81_1058920,,,,,5,5,,1,,,
81_1058923,,,,,,26,37,2,,,
81_1058937,,,,,,26,34,2,,,
81_1058945,,6,,1,,,,2,,,
81_1058946,,,,,5,,36,,,2,
81_1058960,,,,,,26,34,2,,,
81_1058981,,,,,,26,34,2,,,
81_1058982,,,,,5,,32,,,4,
81_1058988,,,,,,4,34,2,,,
81_1058999,,6,,1,,,,2,,,
81_1059000,,,,,,26,34,2,,,
81_1059001,,,,,,16,32,5,,,
81_1059002,,,,,,24,32,5,,,
81_1059007,,,,,5,,37,1,,,
81_1059009,,,,,,26,37,2,,,
81_1059019,,,,,5,,32,,,4,
81_1059025,,,,,,24,32,5,,,
81_1059026,,,,,,4,34,2,,,
81_1059035,,,,,,4,37,2,,,
81_1059040,,,,,,26,37,2,,,
81_1059041,,,,,3,6,37,1,,,
81_1059044,,,,,5,5,,1,,,
81_1059061,,,,,,,34,,,,
81_1059072,,,,,3,24,32,3,,,
81_1059077,,,,,,,34,,,,
81_1059078,,,,,3,,,,,,
81_1059084,,,,,10,,37,,,,
81_1059093,,,,,,26,37,2,,,
81_1059115,,,,1,,,,,,,
81_1059118,,1,,,,6,34,2,,,
81_1059120,,,,,10,,37,,,,
81_1059127,,,,,10,,37,,,,
81_1059141,,,,,10,,37,,,,
81_1059158,,,,,5,,12,,,,
81_1059163,,,,,8,,32,,,4,
81_1059166,,,,,,,34,,,,
81_1059177,,,,,3,,,,,,
81_1059185,,1,,,,6,34,2,,,
81_1059199,,,,,3,,,,,,
81_1059202,,,,,3,,,,,,
81_1059203,,6,,3,,,,2,,,
81_1059214,,,,,5,,,,,,
81_1059221,,6,,3,,,,2,,,
81_1059223,,,,,3,,,,,,
81_1059226,,1,,,,6,34,2,,,
81_1059242,,,,,,,,1,,,
81_1059263,,,,,,18,32,1,,,
81_1059264,,,,,,26,34,2,,,
81_1059266,,6,,3,,,,3,,,
81_1059271,,,,,10,,37,,,,
81_1059272,,,,,3,,,,,,
81_1059287,,,,1,,,,,,,
81_1059289,,,,,8,,32,,,4,
81_1059291,,,,,10,,37,,,,
81_1059292,,,,,3,,,,,,
81_1059316,,,,,,,,1,,,
81_1059331,,,,,10,,37,,,,
81_1059342,,,,3,,5,,2,,,
81_1059362,,,,,4,,17,,,2,
81_1059403,,1,,,,6,34,2,,,
81_1059407,,,,,4,,17,,,,
81_1059420,,,,,3,,,,,,
81_1059426,,,,,3,,,,,,
81_1059441,,,,,3,,,,,,
81_1059444,,,,,10,,37,,,,
81_1059455,,,,1,5,,,,,,
81_1059456,,,,,,5,,1,,,
81_1059458,,,,3,,5,,2,,,
81_1059498,,,,,3,,,,,,
81_1059501,,,,,,5,,1,,,
81_1059504,,,,,3,,,,,1,
81_1059507,,,,,5,,,,,,
81_1059512,,,,,,10,,2,,,
81_1059553,,,,,4,6,37,1,,,
81_1059554,,,,,,24,32,4,,,
81_1059562,,,,2,10,5,32,2,,,
81_1059579,,,,,5,5,32,2,,,
81_1059602,,,,,8,,32,,,1,
81_1059618,,,,2,10,5,32,2,,,
81_1059639,,,,,5,6,37,2,,,
81_1059657,,,,,8,14,37,2,,,
81_1059659,,,,,10,,34,,,,
81_1059677,,,,,10,,37,,,,
81_1059693,,,,,5,,32,,,,
81_1059708,,,,,10,,37,,,,
81_1059710,,,,3,,5,,2,,,
81_1059731,,,,,5,,37,,,,
81_1059766,,,,,3,,,,,,
81_1059770,,,,,,5,,2,,,
81_1059781,,,,,,10,,2,,,
81_1059790,,,,,10,,37,,,,
81_1059795,,,,1,10,1,32,2,,,
81_1059822,,,,,5,,32,,,,
81_1059844,,,,,,10,,2,,,
81_1059863,,,,,5,,37,,,,
81_1059868,,,,2,10,5,32,2,,,
81_1059892,,,,,10,,34,,,,
81_1059901,,,,2,,5,,2,,,
81_1059911,,,,1,5,,,,,,
81_1059922,,,7,,,,,,,,
81_1059933,,,,,5,,37,,,,
81_1059936,,,,,,5,32,2,,,
81_1059944,,,,,,,,1,,,
81_1059953,,,,,,26,37,2,,,
81_1059985,,,,,10,,34,,,,
81_1059986,,,,,,5,,1,,,
81_1060009,,,,,3,,,2,,,
81_1060011,,,,2,,5,,2,,,
81_1060015,,,,,,29,32,,,,
81_1060023,,,,,4,,17,,,2,
81_1060028,,,,3,,5,,2,,,
81_1060033,,,,,5,,12,,,,
81_1060046,,,,,,5,,2,,,
81_1060065,,,,1,5,,,,,,
81_1060084,,,,2,10,23,32,,,,
81_1060142,,,,2,10,23,32,,,,
81_1060145,,,,,3,,,,,1,
81_1060147,,,,1,5,,,,,,
81_1060156,,,,,3,,,,,,
81_1060163,,,,,5,,28,,,4,
81_1060197,,,,2,10,5,32,2,,,
81_1060200,,,,,,5,,1,,,
81_1060214,,,,,5,,12,,,,
81_1060218,,,,,,26,34,2,,,
81_1060219,,,,1,10,1,32,2,,,
81_1060221,,,,,,5,,2,,,
81_1060229,,,,,10,,37,,,,
81_1060257,,,,,,10,,2,,,
81_1060266,,,,1,5,,,,,,
81_1060275,,,,,3,,,2,,,
81_1060285,,,,,,26,37,2,,,
81_1060308,,,,,4,,37,,,,
81_1060318,,,,,4,,,,,,
81_1060323,,,,,3,6,32,1,,,
81_1060324,,,,,5,,37,,,,
81_1060326,,,,,,26,37,2,,,
81_1060357,,,,,5,,32,,,,
81_1060358,,,,,8,5,,4,,,
81_1060386,,,,,,26,37,2,,,
81_1060415,,,,,,26,37,2,,,
81_1060428,,,,,,6,37,2,,,
81_1060446,,,,,10,,12,,,,
81_1060449,,,,,,26,37,2,,,
81_1060455,,,,,5,,32,,,,
81_1060459,,6,,,,,,2,,,
81_1060475,,,,,4,5,32,5,,,
81_1060501,,,,,4,,37,,,,
81_1060505,,,,,4,,38,,,2,
81_1060513,,,,,10,,12,,,,
81_1060533,,1,,,,6,34,2,,,
81_1060575,,,,,,26,37,2,,,
81_1060578,,,,,,6,37,2,,,
81_1060579,,,,,5,,32,,,,
81_1060601,,,,1,,14,32,5,,,
81_1060610,,,,3,,5,,2,,,
81_1060637,,,,1,,23,,2,,,
81_1060638,,,,,,,,1,,,
81_1060644,,,,,5,,37,,,,
81_1060646,,,,,,6,37,2,,,
81_1060664,,,,1,10,5,32,2,,,
81_1060666,,,,,5,,37,,,,
81_1060670,,,,1,,23,,,,,
81_1060676,,,,,5,,,,,,
81_1060677,,,,,3,,32,2,,,
81_1060688,,6,,,,,,2,,,
81_1060689,,,,1,,5,32,2,,,
81_1060698,,,,,5,24,37,1,,,
81_1060705,,,,,5,,,,,,
81_1060709,,,,,,26,37,,,,
81_1060712,,6,,,,,,2,,,
81_1060713,,,,,5,,32,,,,
81_1060715,,,,,5,,37,,,,
81_1060724,,,,,,6,37,2,,,
81_1060729,,,,,,26,37,,,,
81_1060730,,,,,,26,37,,,,
81_1060738,,,,,5,,,,,,
81_1060741,,,,,5,,,,,,
81_1060742,,6,,,,7,,2,,,
81_1060743,,,,1,10,5,32,2,,,
81_1060762,,,,,,5,,1,,,
81_1060766,,,,1,,5,,2,,,
81_1060780,,,,1,,5,,2,,,
81_1060792,,,,,,,34,,,,
81_1060795,,,,1,,5,,2,,,
81_1060800,,,,,,,,1,,,
81_1060801,,,,,5,,37,,,,
81_1060812,,,,,5,,37,,,,
81_1060813,,,,,5,,37,,,,
81_1060814,,,,,5,,28,,,4,
81_1060816,,,,,8,5,32,1,,,
81_1060818,,,,,5,,37,,,,
81_1060820,,,,,,,,1,,,
81_1060821,,,,1,,23,,,,,
81_1060826,,,,,3,,32,2,,,
81_1060829,,,,,5,,,,,,
81_1060866,,,,1,,23,,2,,,
81_1060875,,,,1,,5,,2,,,
81_1060877,,,,,5,,,,,,
81_1060882,,,,,3,,,,,,
81_1060892,,,,,5,,37,,,,
81_1060898,,,,3,5,,,,,1,
81_1060903,,,,,5,,,,,,
81_1060933,,,,,,26,37,,,,
81_1060939,,,,,5,,37,,,,
81_1060942,,6,,1,5,,32,2,,,
81_1060952,,,,,5,,37,,,,
81_1060954,,,,1,,5,,2,,,
81_1060958,,,,,,26,37,,,,
81_1060964,,,,,5,,,,,,
81_1060971,,,,,5,24,37,1,,,
81_1060976,,,,,4,24,32,5,,,
81_1060980,,,,,5,,,,,,
81_1060982,,,,,5,,37,,,,
81_1060984,,,,,5,,37,,,,
81_1060992,,6,,,,,,2,,,
81_1060998,,,,,5,,37,,,,
81_1061004,,,,1,,5,,2,,,
81_1061009,,,,,,26,37,,,,
81_1061031,,,,,5,,32,,,4,
81_1061036,,,,,,5,,1,,,
81_1061050,,,,1,10,5,32,2,,,
81_1061060,,,,,,5,,1,,,
81_1061065,,,,,5,,,,,,
81_1061067,,,,,4,,17,,,4,
81_1061072,,,,,,5,,1,,,
81_1061074,,,,,4,,38,,,2,
81_1061093,,,,,5,,12,,,,
81_1061116,,,,,,5,,1,,,
81_1061120,,,,,,5,,1,,,
81_1061128,,,,,,5,,1,,,
81_1061134,,,,,,,,2,,,
81_1061156,,,,,,,,2,,,
81_1061158,,,,1,,26,,1,,,
81_1061166,,,,,5,,,,,,
81_1061170,,,,,,,,2,,,
81_1061186,,,,,,,,1,,,
81_1061193,,,,,,5,,1,,,
81_1061205,,,,,,,,1,,,
81_1061211,,6,,,,,,2,,,
81_1061217,,,,,,,,2,,,
81_1061218,,,,,,,,2,,,
81_1061250,,,,,,5,32,1,,,
81_1061265,,,,,10,,37,,,,
81_1061271,,,,,5,,32,,,,
81_1061274,,6,,,,,,2,,,
81_1061278,,,,,5,,32,,,4,
81_1061283,,,,,,5,,1,,,
81_1061287,,,,,,,,2,,,
81_1061300,,,,,4,,38,,,2,
81_1061301,,,,1,,24,,,,,
81_1061309,,,,,3,5,32,,,,
81_1061320,,,,,,5,,1,,,
81_1061329,,,,,,5,,1,,,
81_1061337,,,,,,5,,1,,,
81_1061353,,6,,,,,,2,,,
81_1061365,,,,,5,,32,,,,
81_1061366,,,,,5,,32,,,,
81_1061373,,,,,,5,,1,,,
81_1061374,,,,,,26,,1,,,
81_1061378,,6,,,,,,2,,,
81_1061390,,,,,,5,,1,,,
81_1061391,,,,,,5,,1,,,
81_1061392,,,,,,5,,1,,,
81_1061394,,,,,,5,,1,,,
81_1061395,,,,,5,,32,,,,
81_1061400,,,,,,5,,1,,,
81_1061410,,,,,5,,32,,,,
81_1061418,,,,,,24,,1,,,
81_1061419,,,,,,26,,1,,,
81_1061449,,,,,,26,,1,,,
81_1061452,,,,,,24,,1,,,
81_1061455,,,,,5,,32,,,,
81_1061458,,,,,,24,,1,,,
81_1061476,,,,,,5,32,1,,,
81_1061480,,,,,,24,,1,,,
81_1061484,,6,,,,,,2,,,
81_1061493,,,,,10,,23,,,,
81_1061495,,,,,5,,32,,,,
81_1061499,,,,,,5,,1,,,
81_1061505,,,,,,26,,1,,,
81_1061506,,,,,,26,,1,,,
81_1061513,,,,,,26,,1,,,
81_1061521,,,,,5,,36,,,3,
81_1061524,,,,,5,,36,,,3,
81_1061525,,,,,3,24,32,3,,,
81_1061531,,,,,,5,,1,,,
81_1061535,,,,,,5,,1,,,
81_1061540,,,,,5,,36,,,3,
81_1061541,,,,,,26,,1,,,
81_1061546,,,,,,5,,1,,,
81_1061549,,6,,,,,,2,,,
81_1061554,,,,,,24,,1,,,
81_1061558,,6,,,,,,2,,,
81_1061560,,,,,10,,37,,,,
81_1061565,,6,,,,,,2,,,
81_1061580,,6,,,,7,,2,,,
81_1061582,,,,,10,,37,,,,
81_1061584,,,,,,26,,1,,,
81_1061592,,,,,10,,37,,,,
81_1061595,,,,,10,,37,,,,
81_1061599,,,,,10,,37,,,,
81_1061603,,,,,5,,32,,,,
81_1061606,,,,,,5,,1,,,
81_1061610,,,,,10,,37,,,,
81_1061617,,,,,10,,37,,,,
81_1061620,,,,,,5,,1,,,
81_1061628,,,,,,24,,1,,,
81_1061633,,,,,,5,32,1,,,
81_1061635,,,,,,24,,1,,,
81_1061640,,,,,,5,,1,,,
81_1061641,,,,,,5,,1,,,
81_1061642,,,,,3,1,32,2,,,
81_1061657,,,,,5,,36,,,3,
81_1061663,,,,,,24,,1,,,
81_1061685,,,,,,26,,1,,,
81_1061693,,,,,,5,,1,,,
81_1061718,,,,,,29,32,,,,
81_1061727,,,,,5,,32,,,4,
81_1061733,,,,,,5,,1,,,
81_1061738,,,,1,10,21,32,2,,,
81_1061756,,6,,,,7,,2,,,
81_1061777,,,,,5,,32,,,4,
81_1061779,,,,,,5,32,3,,,
81_1061782,,,,,,5,,1,,,
81_1061794,,,,,,26,34,2,,,
81_1061797,,,,,,5,,1,,,
81_1061802,,6,,1,,23,,2,,,
81_1061805,,6,,1,,23,,2,,,
81_1061809,,6,,,,,,2,,,
81_1061815,,,,,3,24,32,3,,,
81_1061826,,,,,,26,34,2,,,
81_1061828,,,,,5,,32,,,4,
81_1061829,,,,,5,6,32,2,,,
81_1061848,,,,,8,5,32,3,,,
81_1061851,,,,,,26,,1,,,
81_1061877,,,,,,,,2,,,
81_1061880,,,,,8,,32,,,4,
81_1061885,,,,,,26,,1,,,
81_1061890,,,,,5,14,37,1,,,
81_1061904,,,,,8,,,,,4,
81_1061907,,,,,,29,32,,,,
81_1061913,,,,,,5,,1,,,
81_1061920,,,,,,5,,1,,,
81_1061927,,,,,,6,32,1,,,
81_1061948,,,,,,26,,1,,,
81_1061950,,,,,,5,,1,,,
81_1061962,,,,,,14,32,1,,,
81_1061968,,,,,,5,32,1,,,
81_1062021,,6,,,,7,,2,,,
81_1062044,,,,,4,,17,,,,
81_1062046,,,,,4,,38,,,1,
81_1062060,,,,,,5,32,1,,,
81_1062069,,,,3,5,,,,,1,
81_1062104,,,,,,14,32,1,,,
81_1062105,,1,,,,6,34,2,,,
81_1062116,,,,3,5,,,,,1,
81_1062140,,,,,3,11,37,3,,,
81_1062143,,,,,4,,17,,,,
81_1062156,,6,,,,,,,,,
81_1062158,,,,,,5,32,2,,,
81_1062219,,,,,8,5,32,1,,,
81_1062221,,,,,3,11,37,3,,,
81_1062239,,,,3,5,,,,,1,
81_1062244,,,,,,14,32,1,,,
81_1062247,,,,,3,,24,,,4,
81_1062256,,,,,3,,32,,,,
81_1062259,,,,1,,24,,,,,
81_1062281,,,,1,,5,,2,,,
81_1062292,,,,1,,23,,2,,,
81_1062324,,,,1,,5,,2,,,
81_1062331,,,,,4,,17,,,4,
81_1062347,,6,,,,,,2,,,
81_1062358,,,,,3,,32,,,,
81_1062361,,,,,3,,32,2,,,
81_1062385,,,,,,18,,1,,,
81_1062408,,,,,5,,,,,,
81_1062412,,,,,,6,32,,,,
81_1062413,,,,,,26,,1,,,
81_1062449,,,,,,26,,1,,,
81_1062505,,,,,,26,,1,,,
81_1062520,,,,,,7,,2,,,
81_1062531,,,,1,,1,,2,,,
81_1062536,,,,,,5,32,3,,,
81_1062559,,,,,,6,32,,,,
81_1062563,,,,,,18,,1,,,
81_1062594,,,,,5,6,32,2,,,
81_1062605,,,,,,26,,1,,,
81_1062625,,,,1,,5,,2,,,
81_1062629,,,,,,26,,1,,,
81_1062657,,,,,,18,,1,,,
81_1062678,,,,1,,1,,2,,,
81_1062723,,,,,,18,,1,,,
81_1062788,,,,,,,,1,,,
81_1062795,,,,1,,5,32,2,,,
81_1062811,,,,3,,27,,,,,
81_1062812,,,,1,,14,32,5,,,
81_1062856,,,,,,29,37,,,,2
81_1062861,,,,1,,1,32,1,,,
81_1062883,,,,3,,27,,,,,
81_1062885,,,,,,,32,4,,,
81_1062939,,,,,5,,36,,,4,
81_1062949,,6,,1,5,,32,2,,,
81_1062979,,,,1,,1,32,1,,,
81_1062994,,,,1,,1,32,1,,,
81_1063003,,,,3,,24,,,,,
81_1063004,,6,,,,,,2,,,
81_1063014,,,,,3,5,37,1,,,
81_1063022,,,,1,,5,32,2,,,
81_1063054,,,,,4,11,37,5,,,
81_1063055,,,,3,,5,,2,,,
81_1063059,,,,1,,5,32,2,,,
81_1063070,,,,3,,5,,2,,,
81_1063097,,,,1,,5,32,2,,,
81_1063131,,,,,5,,32,,,4,
81_1063138,,,,,,5,32,1,,,
81_1063152,,,,1,,5,32,2,,,
81_1063153,,,,1,10,1,32,2,,,
81_1063182,,6,,,,7,,2,,,
81_1063186,,,,3,,5,,2,,,
81_1063197,,,,3,,24,,,,,
81_1063207,,,,1,,5,32,2,,,
81_1063212,,,,1,,5,32,2,,,
81_1063215,,,,1,,5,32,2,,,
81_1063223,,,,,,,,1,,,
81_1063237,,,,,5,,,,,,
81_1063279,,,,,,,,1,,,
81_1063288,,,,1,10,26,32,1,,,
81_1063352,,,,,5,,32,,,,
81_1063432,,,,,5,,32,,,,
81_1063433,,,,,3,24,20,5,,,
81_1063539,,,,,,5,,1,,,
81_1063558,,,,,5,6,37,2,,,
81_1063571,,1,,3,,23,,2,,,
81_1063588,,,,,3,24,32,3,,,
81_1063636,,,,,7,,32,2,,,
81_1063695,,,,,,5,,1,,,
81_1063705,,,,3,,1,32,4,,,
81_1063715,,,,3,,1,,2,,,
81_1063716,,,,3,,24,32,2,,,
81_1063718,,,,2,,24,,2,,,
81_1063719,,,,3,,24,32,,,,
81_1063732,,,,3,,23,,,,,
81_1063735,,,,3,,24,32,2,,,
81_1063743,,,,,,14,32,4,,,
81_1063751,,,,,,14,32,4,,,
81_1063753,,,,,5,5,32,2,,,
81_1063768,,,,,,14,32,4,,,
81_1063770,,,,1,,24,37,2,,,
81_1063774,,,,3,,,,,,,
81_1063776,,,,3,4,14,32,5,,,
81_1063786,,,,3,,5,32,2,,,
81_1063805,,,,3,,5,32,2,,,
81_1063816,,,,1,,24,37,2,,,
81_1063826,,,,3,,1,32,4,,,
81_1063842,,,,3,,5,32,2,,,
81_1063844,,,,1,,24,37,2,,,
81_1063854,,,,,,5,,2,,,
81_1063861,,,,1,5,5,32,2,,,
81_1063883,,,,1,5,5,32,2,,,
81_1063885,,6,,3,,,32,,,,
81_1063904,,,,3,,,,,,,
81_1063924,,,,,3,,37,2,,,
81_1063935,,,,,5,14,37,1,,,
81_1063951,,,,3,,,,,,,
81_1063957,,,,1,5,5,32,2,,,
81_1063962,,,,,3,5,32,2,,,
81_1063970,,,,,,5,,2,,,
81_1063971,,,,3,,1,,2,,,
81_1063976,,,,,4,,,,,,
81_1063978,,,,1,10,26,32,1,,,
81_1063981,,,,,,5,32,1,,,
81_1063985,,,,,,24,32,1,,,
81_1063988,,,,,,5,32,1,,,
81_1063992,,,,,4,,,,,,
81_1064008,,,,,,5,32,1,,,
81_1064022,,,,,3,5,32,1,,,
81_1064027,,,,,,5,32,2,,,
81_1064030,,,,,,5,32,1,,,
81_1064046,,,,,,5,32,1,,,
81_1064060,,,,,5,,32,,,4,
81_1064072,,,,,,5,32,1,,,
81_1064116,,,,,,5,32,2,,,
81_1064134,,,,,,5,32,2,,,
81_1064140,,,,,,5,32,1,,,
81_1064144,,,,,,5,32,1,,,
81_1064148,,,,,,5,32,2,,,
81_1064164,,,,,,5,32,2,,,
81_1064167,,,,,,5,32,1,,,
81_1064181,,,,,,1,,,,,
81_1064192,,,,1,,5,32,2,,,
81_1064195,,,,1,,5,32,2,,,
81_1064200,,,,,,5,32,1,,,
81_1064204,,,,,,5,32,2,,,
81_1064228,,,,,,5,32,1,,,
81_1064263,1,,,,,,,,,,
81_1064353,,,7,,,,,,,,
81_1064416,,,7,,,,,,,,
81_1064421,1,,,,,,,,,,
81_1064422,,,,1,5,5,32,2,,,
81_1064427,,,7,,,,,,,,
81_1064429,1,,,,,,,,,,
81_1064432,,,,,5,,3,,,4,
81_1064433,,,,,5,,3,,,4,
81_1064436,,,,,5,,36,,,2,
81_1064439,,,,3,,5,32,2,,,
81_1064445,,,7,,,,,,,,
81_1064447,,,,1,,5,,2,,,
81_1064450,1,,,,,,,,,,
81_1064454,,,7,,,,,,,,
81_1064462,,,,,4,,26,,,2,
81_1064465,,,,,4,,26,,,2,
81_1064468,1,,,,,,,,,,
81_1064470,,,7,,,,,,,,
81_1064476,,,7,,,,,,,,
81_1064477,,,,,5,,36,,,2,
81_1064479,,,,,5,,36,,,3,
81_1064503,1,,,,,,,,,,
81_1064507,,,,,5,,36,,,2,
81_1064513,1,,,,,,,,,,
81_1064517,,,,,5,,36,,,2,
81_1064546,,,,2,,24,32,2,,,
81_1064556,,,7,,,,,,,,
81_1064562,,,,3,,1,,,,,
81_1064577,,,,2,,24,32,2,,,
81_1064590,,,,3,,24,32,,,,
81_1064593,,,7,,,,,,,,
81_1064606,,,,3,,24,32,,,,
81_1064612,,,,,,29,32,,,,
81_1064616,,,7,,,,,,,,
81_1064639,,,,1,8,,20,,,1,
81_1064645,,,,3,,24,,,,,
81_1064669,,,,,,5,32,2,,,
81_1064670,,,,3,4,14,32,4,,,
81_1064676,,,,3,5,,32,,,2,
81_1064701,,,,3,4,,17,,,1,
81_1064702,,,7,,,,,,,,
81_1064704,,,,,5,,20,,,4,
81_1064715,,,,,4,,,,,2,
81_1064745,,,,,,5,32,1,,,
81_1064747,,,,,5,,20,,,4,
81_1064752,,,,1,,5,32,2,,,
81_1064762,,,,3,4,14,32,4,,,
81_1064771,,,,,5,,32,,,4,
81_1064776,,,,1,,5,32,2,,,
81_1064779,,6,,3,5,,32,2,,,
81_1064832,,,,,,26,,1,,,
81_1064882,,,7,,,,,,,,
81_1064905,,,,3,,24,32,2,,,
81_1064937,,,,1,,5,,2,,,
81_1064945,,,,,,26,,1,,,
81_1064961,,,,,,5,32,1,,,
81_1065006,,,,,,26,,1,,,
81_1065042,,,,3,,24,32,2,,,
81_1065095,,,,,,26,37,2,,,
81_1065097,,,,,,4,37,2,,,
81_1065099,1,,,,,,,,,,
81_1065115,,,,,,26,34,2,,,
81_1065117,,,,,3,24,32,2,,,
81_1065124,,,,,,26,37,2,,,
81_1065127,,,,,,1,32,2,,,
81_1065129,,,,,,5,32,1,,,
81_1065140,,,,,,26,34,2,,,
81_1065145,,,,,,17,34,1,,,
81_1065149,,,,,,26,37,2,,,
81_1065168,,,,,8,,20,,,4,
81_1065172,,,,,,4,37,2,,,
81_1065175,,,,,,4,37,2,,,
81_1065179,,,,,,26,37,2,,,
81_1065203,,,,,,26,34,2,,,
81_1065218,,,,,,26,34,2,,,
81_1065223,,,,,,26,37,2,,,
81_1065225,,,,,,17,34,1,,,
81_1065229,,,,,,5,32,1,,,
81_1065230,,,,,,4,37,2,,,
81_1065231,,,,,,26,34,2,,,
81_1065234,,,,,3,24,32,2,,,
