cod_modelo_color,cod_color,des_sex,des_age,des_line,des_fabric,des_product_category,des_product_aggregated_family,des_product_family,des_product_type,des_filename,des_color,cane_height_type,closure_placement,heel_shape_type,knit_structure,length_type,neck_lapel_type,silhouette_type,sleeve_length_type,toecap_type,waist_type,woven_structure
85_1179538,88,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1179538_37040566-88_.jpg,FUCSIA,,,,,10.0,31.0,37.0,1.0,,,3.0
86_1222743,52,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,86_1222743_47055856-52_.jpg,AZUL,,,,,10.0,31.0,37.0,1.0,,,1.0
84_1155495,16,Female,Adult,WOMAN,TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,84_1155495_27020203-16_.jpg,OCRE,,6.0,,1.0,5.0,11.0,37.0,2.0,,,
81_1065897,99,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,81_1065897_77094414-99_.jpg,NEGRO,,,,,3.0,11.0,32.0,2.0,,,
82_1109770,02,Female,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,82_1109770_87046706-02_.jpg,OFFWHITE,,,,1.0,10.0,31.0,27.0,1.0,,,1.0
84_1164858,99,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,84_1164858_27007113-99_.jpg,NEGRO,,1.0,,,10.0,26.0,34.0,1.0,,,1.0
83_1127000,TM,Female,Kids,KIDS,JEANS,Bottoms,Skirts and shorts,Skirts,Skirt,83_1127000_17092879-TM_.jpg,TEJANO MEDIO,,1.0,,,9.0,,20.0,,,4.0,3.0
84_1157594,56,Male,Adult,MAN,WOVEN,Outerwear,Coats and Parkas,Parkas,Parka,84_1157594_27004002-56_.jpg,NAVY,,1.0,,,5.0,9.0,27.0,,,,1.0
85_1183554,93,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1183554_37001032-93_.jpg,CENIZA,,,,,10.0,31.0,32.0,1.0,,,1.0
85_1174779,99,Male,Adult,MAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,85_1174779_37000037-99_.jpg,NEGRO,,1.0,,,3.0,6.0,37.0,2.0,,,2.0
82_1110374,09,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,82_1110374_87057127-09_.jpg,CAMEL,,,,,4.0,31.0,37.0,3.0,,,1.0
84_1184806,88,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,84_1184806_27007131-88_.jpg,FUCSIA,,5.0,,,5.0,14.0,37.0,5.0,,,3.0
81_1076144,37,Male,Baby,KIDS,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,81_1076144_77067108-37_.jpg,KHAKI,,,,,5.0,,37.0,,,,
85_1198238,TM,Female,Kids,KIDS,JEANS,Bottoms,Jeans,Jeans,Jeans,85_1198238_37014388-TM_.jpg,TEJANO MEDIO,,,,,10.0,,26.0,,,2.0,3.0
83_1120458,99,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,83_1120458_17010245-99_.jpg,NEGRO,,6.0,,,3.0,31.0,27.0,1.0,,,1.0
83_1153676,92,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,83_1153676_17047882-92_.jpg,GRIS,,1.0,,,5.0,6.0,27.0,2.0,,,1.0
83_1138945,05,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,83_1138945_17004070-05_.jpg,CRUDO,,6.0,,3.0,10.0,1.0,32.0,2.0,,,
85_1176445,08,Male,Adult,MAN,TRICOT,Tops,T-shirts,Poloshirts,Poloshirt,85_1176445_37010740-08_.jpg,BEIGE,,4.0,,1.0,10.0,25.0,32.0,1.0,,,
85_1180263,01,Male,Adult,MAN,CIRCULAR,Tops,Shirts,Shirt,Shirt,85_1180263_37050333-01_.jpg,BLANCO,,1.0,,,10.0,26.0,37.0,2.0,,,1.0
84_1157245,PL,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Trainers,84_1157245_27071094-PL_.jpg,PLATA,,,7.0,,,,,,4.0,,
85_1190378,30,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,85_1190378_37023845-30_.jpg,MARRON,,6.0,,,5.0,13.0,37.0,5.0,,,1.0
84_1169294,01,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1169294_27077877-01_.jpg,BLANCO,,,,,10.0,31.0,34.0,1.0,,,3.0
86_1205877,77,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,86_1205877_47040803-77_.jpg,VINO,,6.0,,1.0,10.0,31.0,32.0,2.0,,,
85_1185488,52,Female,Teen,KIDS,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,85_1185488_37084756-52_.jpg,AZUL,,1.0,,,10.0,29.0,32.0,2.0,,,2.0
83_1144664,TM,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,83_1144664_17005945-TM_.jpg,TEJANO MEDIO,,,,,5.0,,44.0,,,2.0,3.0
83_1159183,99,Female,Kids,KIDS,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,83_1159183_17038265-99_.jpg,NEGRO,,,,,10.0,,,2.0,,,3.0
83_1139477,43,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,83_1139477_17095934-43_.jpg,VERDE,,1.0,,,3.0,18.0,27.0,2.0,,,2.0
86_1215058,35,Female,Adult,WOMAN,TRICOT,Outerwear,Coats and Parkas,Coats,Coat,86_1215058_47093266-35_.jpg,TOPO,,6.0,,3.0,5.0,29.0,32.0,2.0,,,
84_1188186,99,Female,Teen,KIDS,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,84_1188186_27016710-99_.jpg,NEGRO,,,7.0,,,,,,1.0,,
84_1160276,99,Female,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1160276_27001303-99_.jpg,NEGRO,,,,,10.0,31.0,32.0,2.0,,,1.0
82_1096109,45,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,82_1096109_87044016-45_.jpg,AGUA,,6.0,,1.0,10.0,5.0,32.0,2.0,,,
84_1168171,70,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,84_1168171_27095759-70_.jpg,ROJO,,1.0,,,5.0,14.0,20.0,3.0,,,1.0
85_1198811,52,Female,Kids,KIDS,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,85_1198811_37092523-52_.jpg,AZUL,,1.0,,,3.0,6.0,20.0,2.0,,,1.0
83_1151076,43,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,83_1151076_17076716-43_.jpg,VERDE,,1.0,,,10.0,6.0,32.0,2.0,,,3.0
84_1166524,99,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,84_1166524_27037107-99_.jpg,NEGRO,,,,,10.0,,45.0,,,1.0,3.0
86_1219355,70,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,86_1219355_47051307-70_.jpg,ROJO,,,,,10.0,31.0,34.0,1.0,,,1.0
84_1157103,05,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,84_1157103_27004010-05_.jpg,CRUDO,,1.0,,,10.0,17.0,34.0,2.0,,,1.0
85_1186391,37,Female,Teen,KIDS,JEANS,Bottoms,Trousers & leggings,Trousers,Trousers,85_1186391_37053256-37_.jpg,KHAKI,,,,,4.0,,17.0,,,2.0,1.0
86_1211363,08,Female,Teen,KIDS,CIRCULAR,Bottoms,Skirts and shorts,Skirts,Skirt,86_1211363_47094383-08_.jpg,BEIGE,,6.0,,,5.0,,24.0,,,4.0,1.0
83_1146678,99,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,83_1146678_17075953-99_.jpg,NEGRO,,,,,10.0,,34.0,,,4.0,3.0
81_1085480,43,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,81_1085480_77087637-43_.jpg,VERDE,,,,,3.0,,32.0,,,,
83_1132544,43,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,83_1132544_17023773-43_.jpg,VERDE,,6.0,,,3.0,24.0,20.0,1.0,,,1.0
85_1199650,30,Female,Adult,WOMAN,TRICOT,Tops,Tops,Tops,Top,85_1199650_37084394-30_.jpg,MARRON,,,,1.0,4.0,24.0,37.0,3.0,,,
86_1230617,05,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,86_1230617_47097124-05_.jpg,CRUDO,,6.0,,,3.0,24.0,20.0,1.0,,,1.0
84_1154921,07,Female,Baby,KIDS,CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Joggers,84_1154921_27013662-07_.jpg,ARENA,,,,,10.0,,23.0,,,1.0,3.0
83_1140117,30,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,83_1140117_17067708-30_.jpg,MARRON,,,,,10.0,,44.0,,,1.0,2.0
83_1132365,37,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,83_1132365_17013775-37_.jpg,KHAKI,,1.0,,,3.0,6.0,20.0,1.0,,,1.0
84_1177042,99,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1177042_27007792-99_.jpg,NEGRO,,,,,,5.0,,3.0,,,1.0
81_1075617,30,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,81_1075617_77702902-30_.jpg,MARRON,,,,,,5.0,32.0,3.0,,,
84_1168046,CU,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,84_1168046_27035911-CU_.jpg,CUERO,,,7.0,,,,,,4.0,,
85_1174619,70,Male,Adult,MAN,WOVEN,Bottoms,Skirts and shorts,Shorts,Bermudas,85_1174619_37010668-70_.jpg,ROJO,,,,,,,37.0,,,1.0,1.0
86_1212129,05,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,86_1212129_47003262-05_.jpg,CRUDO,,6.0,,2.0,5.0,24.0,32.0,2.0,,,
85_1189151,TM,Male,Baby,KIDS,JEANS,Outerwear,Jackets and Blazers,Jackets,Jacket,85_1189151_37044759-TM_.jpg,TEJANO MEDIO,,1.0,,,10.0,6.0,32.0,2.0,,,3.0
84_1158283,TC,Female,Teen,KIDS,JEANS,Bottoms,Jeans,Jeans,Jeans,84_1158283_27011108-TC_.jpg,TEJANO CLARO,,,,,10.0,,17.0,,,2.0,3.0
81_1059093,52,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,81_1059093_77025907-52_.jpg,AZUL,,,,,,26.0,37.0,2.0,,,
82_1104763,50,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,82_1104763_87015133-50_.jpg,CELESTE,,,,,10.0,31.0,32.0,1.0,,,1.0
85_1183415,70,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,85_1183415_37052003-70_.jpg,ROJO,,6.0,,,8.0,31.0,37.0,3.0,,,1.0
86_1212821,17,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,86_1212821_47050301-17_.jpg,CARAMELO,,,,,4.0,,17.0,,,1.0,1.0
83_1150564,30,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,83_1150564_17029079-30_.jpg,MARRON,,,,,10.0,31.0,37.0,2.0,,,1.0
86_1226920,05,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,86_1226920_47067115-05_.jpg,CRUDO,,1.0,,,10.0,6.0,34.0,1.0,,,1.0
85_1177476,23,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1177476_37000185-23_.jpg,MANDARINA,,,,,10.0,31.0,47.0,1.0,,,1.0
83_1129089,99,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Trainers,83_1129089_17094034-99_.jpg,NEGRO,,,7.0,,,,,,4.0,,
82_1116851,56,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,82_1116851_87078631-56_.jpg,NAVY,,6.0,,,3.0,31.0,32.0,3.0,,,1.0
84_1150526,09,Male,Adult,MAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,84_1150526_27000126-09_.jpg,CAMEL,,1.0,,,10.0,26.0,37.0,2.0,,,3.0
83_1137510,08,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,83_1137510_17064388-08_.jpg,BEIGE,,,,,4.0,,23.0,,,1.0,1.0
86_1216020,99,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,86_1216020_47005721-99_.jpg,NEGRO,,1.0,,,3.0,22.0,32.0,2.0,,,3.0
81_1081276,99,Female,Adult,WOMAN,CIRCULAR,Tops,Tops,Tops,Top,81_1081276_77047627-99_.jpg,NEGRO,,,,,4.0,,37.0,,,,
81_1061610,92,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,81_1061610_77006307-92_.jpg,GRIS,,,,,10.0,,37.0,,,,
86_1227526,79,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,86_1227526_47007845-79_.jpg,CALDERO,,,,,10.0,5.0,34.0,1.0,,,1.0
83_1135145,09,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,83_1135145_17004060-09_.jpg,CAMEL,,1.0,,1.0,10.0,6.0,27.0,2.0,,,
82_1110982,TC,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,82_1110982_87015714-TC_.jpg,TEJANO CLARO,,,,,5.0,,32.0,,,2.0,3.0
81_1064030,99,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,81_1064030_77032526-99_.jpg,NEGRO,,,,,,5.0,32.0,1.0,,,
85_1184892,01,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1184892_37082002-01_.jpg,BLANCO,,,,,10.0,31.0,37.0,1.0,,,1.0
83_1144373,05,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,83_1144373_17015781-05_.jpg,CRUDO,,1.0,,3.0,10.0,24.0,32.0,2.0,,,
82_1116060,20,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,82_1116060_87045722-20_.jpg,NARANJA,,1.0,,,3.0,5.0,32.0,2.0,,,1.0
83_1139037,05,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,83_1139037_17085929-05_.jpg,CRUDO,,6.0,,2.0,5.0,24.0,27.0,2.0,,,
81_1055682,94,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,81_1055682_77002002-94_.jpg,GRIS MEDIO VIGORE,,,,,,,,2.0,,,
83_1126678,02,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,83_1126678_17031072-02_.jpg,OFFWHITE,,,,,10.0,31.0,32.0,1.0,,,1.0
85_1191982,68,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,85_1191982_37051297-68_.jpg,MALVA,,1.0,,,5.0,14.0,,2.0,,,1.0
82_1103996,52,Female,Adult,WOMAN,TRICOT,Bottoms,Trousers & leggings,Trousers,Trousers,82_1103996_87074047-52_.jpg,AZUL,,,,1.0,5.0,,23.0,,,1.0,
84_1170855,TN,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,84_1170855_27014765-TN_.jpg,TEJANO NEGRO,,,,,5.0,,32.0,,,3.0,3.0
82_1089382,06,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,82_1089382_87010550-06_.jpg,PIEDRA,,6.0,,3.0,10.0,1.0,32.0,2.0,,,
86_1216920,37,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,86_1216920_47024404-37_.jpg,KHAKI,,,,,10.0,31.0,47.0,1.0,,,1.0
82_1092115,68,Female,Kids,KIDS,JEANS,Bottoms,Jeans,Jeans,Jeans,82_1092115_87033254-68_.jpg,MALVA,,,,,5.0,,2.0,,,,
85_1176254,02,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,85_1176254_37010762-02_.jpg,OFFWHITE,,6.0,,1.0,10.0,31.0,32.0,2.0,,,
86_1209964,52,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,86_1209964_47051250-52_.jpg,AZUL,,1.0,,,10.0,6.0,34.0,2.0,,,3.0
82_1082564,TN,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,82_1082564_87001023-TN_.jpg,TEJANO NEGRO,,,,,10.0,,26.0,,,2.0,3.0
83_1130988,01,Male,Adult,MAN,CIRCULAR,Tops,Shirts,Shirt,Shirt,83_1130988_17064042-01_.jpg,BLANCO,,1.0,,,10.0,26.0,34.0,2.0,,,1.0
83_1117083,18,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,83_1117083_17000166-18_.jpg,CANELA,,,8.0,,,,,,4.0,,
85_1181954,01,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1181954_37001302-01_.jpg,BLANCO,,,,,10.0,31.0,27.0,1.0,,,3.0
83_1156980,99,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,83_1156980_17099087-99_.jpg,NEGRO,,5.0,,,10.0,24.0,37.0,2.0,,,1.0
83_1121311,99,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,83_1121311_17091501-99_.jpg,NEGRO,,,,,5.0,,28.0,,,4.0,3.0
82_1111753,07,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,82_1111753_87017125-07_.jpg,ARENA,,1.0,,,3.0,6.0,37.0,1.0,,,1.0
83_1136261,96,Female,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,83_1136261_17012892-96_.jpg,GRIS OSCURO VIGORE,,,,,4.0,24.0,37.0,2.0,,,1.0
84_1157530,94,Male,Kids,KIDS,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,84_1157530_27065129-94_.jpg,GRIS MEDIO VIGORE,,6.0,,,10.0,31.0,27.0,2.0,,,3.0
84_1187958,05,Female,Adult,WOMAN,WOVEN,Bottoms,Skirts and shorts,Shorts,Bermudas,84_1187958_27059203-05_.jpg,CRUDO,,,,,,,,,,2.0,1.0
86_1219396,15,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,86_1219396_47031318-15_.jpg,MOSTAZA,,,,,10.0,31.0,34.0,1.0,,,1.0
81_1066852,99,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,81_1066852_77005923-99_.jpg,NEGRO,,,,1.0,,5.0,32.0,2.0,,,
85_1201218,56,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,85_1201218_37064772-56_.jpg,NAVY,,,,,10.0,,37.0,,,,
86_1219865,01,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,86_1219865_47074413-01_.jpg,BLANCO,,,4.0,,,,,,4.0,,
83_1132079,50,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,83_1132079_17025131-50_.jpg,CELESTE,,1.0,,,10.0,26.0,34.0,2.0,,,1.0
83_1146164,TO,Female,Baby,KIDS,JEANS,Bottoms,Jeans,Jeans,Jeans,83_1146164_17087732-TO_.jpg,TEJANO OSCURO,,,,,5.0,,17.0,,,4.0,3.0
85_1168112,70,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1168112_37010001-70_.jpg,ROJO,,,,,10.0,31.0,37.0,1.0,,,1.0
84_1169308,43,Female,Adult,WOMAN,CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,84_1169308_27085771-43_.jpg,VERDE,,,,,4.0,,23.0,,,4.0,1.0
84_1181865,05,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,84_1181865_27095804-05_.jpg,CRUDO,,,,,5.0,,32.0,,,2.0,3.0
84_1154315,CU,Male,Kids,KIDS,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,84_1154315_27082001-CU_.jpg,CUERO,,,7.0,,,,,,4.0,,
84_1165904,43,Female,Adult,WOMAN,CIRCULAR,Tops,Shirts,Shirt,Shirt,84_1165904_27091150-43_.jpg,VERDE,,1.0,,,10.0,6.0,32.0,2.0,,,1.0
82_1102709,37,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,82_1102709_87046309-37_.jpg,KHAKI,,1.0,,,7.0,6.0,32.0,2.0,,,3.0
83_1155689,GM,Female,Adult,WOMAN,TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,83_1155689_17099084-GM_.jpg,GUNMETAL,,6.0,,1.0,5.0,14.0,32.0,6.0,,,
83_1128279,TO,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,83_1128279_17025907-TO_.jpg,TEJANO OSCURO,,,,,4.0,,32.0,,,2.0,3.0
82_1077611,37,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,82_1077611_87040511-37_.jpg,KHAKI,,,,,10.0,4.0,34.0,2.0,,,
85_1180245,99,Female,Adult,WOMAN,SYNTHETIC LEATHER,Bottoms,Skirts and shorts,Skirts,Skirt,85_1180245_37055129-99_.jpg,NEGRO,,,,,8.0,,24.0,,,4.0,
84_1161184,81,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,84_1161184_27073261-81_.jpg,ROSA PASTEL,,1.0,,,10.0,29.0,32.0,2.0,,,
85_1185526,TG,Female,Teen,KIDS,JEANS,Bottoms,Trousers & leggings,Trousers,Trousers,85_1185526_37032511-TG_.jpg,TEJANO GRIS,,,,,5.0,,3.0,,,4.0,3.0
82_1087185,78,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,82_1087185_87090549-78_.jpg,BURDEOS,,1.0,,,5.0,6.0,32.0,2.0,,,1.0
86_1213258,02,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,86_1213258_47095650-02_.jpg,OFFWHITE,,3.0,,,10.0,1.0,32.0,3.0,,,1.0
83_1133873,70,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,83_1133873_17075619-70_.jpg,ROJO,,4.0,,1.0,10.0,23.0,32.0,2.0,,,
86_1224223,35,Male,Teen,KIDS,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,86_1224223_47085927-35_.jpg,TOPO,,,7.0,,,,,,4.0,,
85_1171555,CO,Female,Adult,WOMAN,CIRCULAR,Tops,Shirts,Shirt,Shirt,85_1171555_37029017-CO_.jpg,COBRE,,1.0,,,10.0,6.0,34.0,2.0,,,1.0
86_1210223,99,Female,Adult,WOMAN,TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,86_1210223_47093254-99_.jpg,NEGRO,,6.0,,1.0,3.0,23.0,32.0,2.0,,,
81_1048931,TM,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,81_1048931_77012882-TM_.jpg,TEJANO MEDIO,,,,,5.0,,36.0,,,4.0,
84_1171825,37,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1171825_27005784-37_.jpg,KHAKI,,,,,10.0,31.0,34.0,3.0,,,1.0
82_1079389,99,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,82_1079389_87060513-99_.jpg,NEGRO,,,,,,26.0,37.0,2.0,,,
83_1147031,99,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,83_1147031_17059069-99_.jpg,NEGRO,,1.0,,,5.0,24.0,20.0,2.0,,,1.0
81_1045486,52,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,81_1045486_77000509-52_.jpg,AZUL,,,,,,12.0,37.0,2.0,,,
83_1117899,28,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Trainers,83_1117899_17020693-28_.jpg,TERRACOTA,,,7.0,,,,,,4.0,,
83_1145469,43,Female,Adult,WOMAN,WOVEN,Bottoms,Skirts and shorts,Skirts,Skirt,83_1145469_17054396-43_.jpg,VERDE,,3.0,,,9.0,,32.0,,,2.0,3.0
86_1222434,99,Female,Kids,KIDS,CIRCULAR,Bottoms,Skirts and shorts,Shorts,Shorts,86_1222434_47075935-99_.jpg,NEGRO,,,,,3.0,,32.0,,,1.0,3.0
82_1080425,96,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,82_1080425_87090512-96_.jpg,GRIS OSCURO VIGORE,,1.0,,1.0,,23.0,,2.0,,,
84_1162335,37,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,84_1162335_27064007-37_.jpg,KHAKI,,,,,10.0,,37.0,,,1.0,1.0
84_1163845,05,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,84_1163845_27064013-05_.jpg,CRUDO,,1.0,,1.0,10.0,24.0,32.0,2.0,,,
85_1191951,50,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1191951_37055911-50_.jpg,CELESTE,,,,,10.0,24.0,47.0,2.0,,,1.0
86_1221432,28,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,86_1221432_47055851-28_.jpg,TERRACOTA,,,,,5.0,,32.0,,,4.0,1.0
85_1207013,27,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1207013_37097757-27_.jpg,PIMENTON,,,,,10.0,,37.0,,,,
83_1126359,08,Female,Adult,WOMAN,CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,83_1126359_17041501-08_.jpg,BEIGE,,,,,5.0,,23.0,,,1.0,3.0
